ID,ra,dec,z_abs,NHI,SNR_native,brightness,survey,cross_survey_confirmed,note
3.962766029645422e+16,137.13327678499377,-5.237403954825102,2.743969598294387,20.57731423748169,5.801419557548196,5.801419557548196,DESI,False,"0/4 lines detected (matched-filter), 3sigma UL<187 mA"
3.96276301477993e+16,132.07829490880744,-6.379015421073462,2.194707547121217,20.522795773119554,7.110444711649453,7.110444711649453,DESI,False,"0/4 lines detected (matched-filter), 3sigma UL<110 mA"
514623228.0,163.9223889,56.7407535,2.58661048,20.332439,16.554,21.686,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<106 mA"
531686697.0,154.3578806,61.2743039,2.76777023,20.651126,18.761,17.718,SDSS,False,[M/H]=-2.17 (Rafelski2012_new)
438888113.0,239.5604659,40.8936122,2.55291114,20.320415,13.916,16.103,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<126 mA"
400352403.0,189.6705603,34.6176091,2.47043829,20.76431,11.211,11.823,SDSS,False,[M/H]=-2.04 (Rafelski2012_new)
356960035.0,163.9339965,28.506478,2.45767607,20.615434,8.234,10.99,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<188 mA"
386711526.0,337.7266526,32.5355234,2.78864871,20.590848,13.226,10.303,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<74 mA"
357580815.0,115.4718571,28.4844641,2.43782924,20.407078,7.35,8.965,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<171 mA"
167657155.0,331.3981148,6.2688285,2.5390295,20.619804,15.286,8.936,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<115 mA"
377573229.0,139.1867702,31.0422585,2.4204583,20.64526,7.718,8.767,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<145 mA"
409006152.0,139.2632448,36.0561531,2.3326084,20.466276,7.226,8.767,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<180 mA"
387016843.0,239.5360463,32.4644623,2.46325387,20.825844,7.297,8.703,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<185 mA"
357433147.0,155.4868714,28.4599597,2.62814253,20.572638,10.112,7.637,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<143 mA"
415765342.0,157.9839983,37.1515434,2.79738192,20.741112,10.261,7.227,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<173 mA"
337474503.0,352.7698106,26.1127686,3.14747982,20.462636,15.94,7.208,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<94 mA"
286256548.0,199.5400899,19.8460474,3.35897424,20.472254,13.03,6.549,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<112 mA"
526796762.0,196.5536173,59.8861592,2.36267055,20.332755,6.329,6.494,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<187 mA"
219792523.0,223.57743,12.1816319,2.4688401,20.477941,12.014,6.018,SDSS,False,[M/H]=-2.08 (Rafelski2012_lit)
488235138.0,123.6466458,50.4962126,3.70743466,21.039137,18.064,6.0,SDSS,False,[M/H]=-2.08 (Rafelski2012_lit)
77863991.0,21.7528777,-0.76644,3.72807439,20.908437,13.176,5.744,SDSS,False,[M/H]=-2.42 (Rafelski2012_lit)
146393570.0,23.4179864,4.0166034,3.69228412,20.655638,6.813,5.729,SDSS,False,[M/H]=-2.39 (Rafelski2012_lit)
220877041.0,136.2151916,12.3399572,3.11987842,20.51345,10.292,5.264,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<192 mA"
