ID,ra,dec,zCNN,NHI_best,Flux,SNR,status,SiII1526_sigma,SiII1526_dv,SiII1526_3sigUL,CII1334_sigma,CII1334_dv,CII1334_3sigUL,OI1302_sigma,OI1302_dv,OI1302_3sigUL,AlII1670_sigma,AlII1670_dv,AlII1670_3sigUL,n_lines_ok,solo_hits,pair_hit,detected,candidate_metalpoor,max_3sig_UL
63824436.0,30.1294454,-1.6485446,2.26350528,20.647016,4.288,6.347,ok,4.9423356,100.0,0.18382997458866535,5.4909296,0.0,0.12269361127158718,13.956422,50.0,0.1384972499818681,3.0336392,0.0,0.18150993124015588,4,"SiII1526,CII1334,OI1302",True,True,False,0.18382997458866535
64845742.0,26.7688934,-1.546222,2.18775034,21.243082,2.402,4.66,ok,9.750161,-100.0,0.13743063123019644,17.184189,-100.0,0.08489979800332145,8.21465,450.0,0.15058003804445097,10.862254,-100.0,0.15073972387716994,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.15073972387716994
65224431.0,10.8811627,-1.4841613,2.52845309,20.391508,2.154,4.257,ok,4.2962465,50.0,0.2325918522480795,19.737144,50.0,0.07379917303776821,2.5446885,-500.0,0.18477200717038395,3.4696262,250.0,0.2671659366885924,4,"SiII1526,CII1334,AlII1670",True,True,False,0.2671659366885924
64243624.0,337.0235859,-1.7826685,3.20227455,20.392252,2.461,6.1,ok,14.538812,150.0,0.14906748409617526,17.3315,200.0,0.13083927110167284,18.214127,150.0,0.10881585053094994,17.025133,200.0,0.13376660480205788,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.14906748409617526
67027253.0,17.5543613,-1.380588,2.70581983,20.618041,3.142,7.571,ok,7.794502,50.0,0.14304699227157402,18.858091,50.0,0.10657262867294466,10.4410305,50.0,0.0952871946287408,7.016564,50.0,0.1614305832880441,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.1614305832880441
63763189.0,12.4505673,-1.7376257,2.13822661,20.78765,3.013,4.691,ok,22.377047,50.0,0.12128808941793522,35.653484,50.0,0.07169571281753526,22.500826,50.0,0.10408984415069654,26.06035,50.0,0.11358949602463672,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.12128808941793522
66162661.0,334.0225675,-1.4929355,3.08492701,20.485888,0.493,5.66,ok,7.275718,100.0,0.2622165192912772,6.7594514,-450.0,0.2627823868632989,4.4887404,-250.0,0.2581248900843287,7.1434655,100.0,0.1791032258600098,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.2627823868632989
64246206.0,350.334995,-1.6922586,2.32647591,20.382859,3.329,6.057,ok,1.3042872,500.0,0.17316240495763507,3.4737542,0.0,0.17658718829639022,4.7089906,-200.0,0.19419667179193123,3.802026,50.0,0.17199873522079054,4,"CII1334,OI1302,AlII1670",True,True,False,0.19419667179193123
87941940.0,28.1851728,-0.3721877,2.69814811,20.723993,2.122,7.182,ok,4.847903,50.0,0.19500789705600288,8.142383,450.0,0.18970477490181528,3.07576,500.0,0.18186522451992443,1.4524907,50.0,0.24243130448067612,4,"SiII1526,CII1334",True,True,False,0.24243130448067612
62133743.0,323.0801732,-1.992538,2.70240821,20.437192,2.355,4.434,ok,5.805512,-50.0,0.18675434111378242,8.616458,50.0,0.16438765277588013,7.881498,50.0,0.16275069800406483,6.059995,0.0,0.21416458882847858,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.21416458882847858
77763652.0,12.8446785,-0.7828398,2.35493647,20.335732,5.2,10.8,ok,3.7954822,-500.0,0.10259405912031372,-18.29802,100.0,0.06618798528620967,13.404873,-400.0,0.09255235396858252,2.0103076,-100.0,0.129313810571113,4,"SiII1526,OI1302",False,True,False,0.129313810571113
84478332.0,142.011276,-0.5661141,2.33644702,20.557861,3.732,4.514,ok,6.7287126,-50.0,0.17913840544144094,20.046919,0.0,0.09408182743198103,10.328899,450.0,0.08634451165070076,25.60354,-150.0,0.1346253956222132,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.17913840544144094
89396147.0,173.2110583,-0.3946344,2.26726455,20.883964,5.578,8.893,ok,5.9983864,50.0,0.12295007481011572,18.714613,450.0,0.10757746733006802,20.468304,50.0,0.11504462954242348,5.792092,0.0,0.1489087648532897,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.1489087648532897
84717435.0,140.0445319,-0.4380797,2.22392006,20.43439,2.336,4.047,ok,7.760623,-100.0,0.22457059237055305,11.759292,-100.0,0.11801739135874725,7.149504,450.0,0.2283143384967099,5.3540735,-100.0,0.2763148681067068,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.2763148681067068
83316967.0,159.0605531,-0.487338,2.42124546,20.733164,1.797,4.388,ok,2.2594569,-100.0,0.29566649534324035,4.307778,0.0,0.2002880223206002,6.524592,-100.0,0.13912160677403818,1.7944236,200.0,0.39897195673737473,4,"CII1334,OI1302",True,True,False,0.39897195673737473
83322915.0,158.5892532,-0.5556719,2.39534828,20.375369,0.95,3.006,ok,5.493902,50.0,0.36521137916406354,5.5217905,0.0,0.39842612313088,6.3986516,-50.0,0.44965353557209053,3.4952354,50.0,0.7321439358097043,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.7321439358097043
80019911.0,139.6203469,-0.6644552,2.53414448,21.048768,3.48,8.559,ok,3.5311005,50.0,0.11859482164923138,11.118279,50.0,0.0671887710005587,32.878326,500.0,0.0733367665905384,4.883692,0.0,0.14412452686416882,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.14412452686416882
77307345.0,189.2528653,-0.7643598,3.5152763,20.422221,1.111,3.699,ok,2.078483,400.0,0.49928088205482524,4.596829,250.0,0.250070439452739,7.603109,300.0,0.1379551021884587,2.8435848,350.0,0.2751925568852474,4,"CII1334,OI1302",True,True,False,0.49928088205482524
79429098.0,181.2237418,-0.8349846,2.90287127,20.904567,2.63,6.131,ok,4.472188,150.0,0.29486819923818086,8.481674,200.0,0.17282238090060037,8.450212,100.0,0.19206231588069567,4.0445547,200.0,0.28192873112007577,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.29486819923818086
85851565.0,198.0213793,-0.5715421,3.19840499,20.992093,1.6,4.348,ok,1.6012845,250.0,0.29328052680045835,5.992708,200.0,0.251027011296124,7.510961,150.0,0.14625345265771666,3.2802494,200.0,0.2764198247417129,4,"CII1334,OI1302",True,True,False,0.29328052680045835
87443520.0,198.0987545,-0.2108538,2.13678198,20.312714,5.969,6.447,ok,10.853886,-50.0,0.11910134320501622,20.43628,-150.0,0.08061292339865796,23.104515,-100.0,0.05869593773938358,14.725267,-100.0,0.10767300185042877,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.11910134320501622
81856479.0,236.3966288,-0.639377,2.89031028,20.805453,1.644,5.197,ok,3.7270138,350.0,0.3337359090208586,3.3426645,0.0,0.177340306493617,2.9558654,150.0,0.1528753173529257,1.4321806,0.0,0.3739860365102059,4,SiII1526,False,True,False,0.3739860365102059
77293041.0,186.7222905,-0.7533489,2.76083524,20.669458,2.016,4.556,ok,1.8054216,-100.0,0.36745690959613786,2.9643545,350.0,0.19396601290611182,0.80409336,-250.0,0.1464102631665491,2.7156527,-400.0,0.38310892553249776,4,,False,False,True,0.38310892553249776
87756768.0,6.9947264,-0.3232643,2.93173556,20.315404,3.648,9.002,ok,7.06021,50.0,0.23521912797392192,12.624042,-100.0,0.12948309387494353,19.599133,-500.0,0.11369837143599679,5.73596,0.0,0.22443292541928372,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.23521912797392192
84432988.0,12.5003848,-0.5354576,3.17526746,20.467588,2.67,9.789,ok,6.4875665,150.0,0.15475625509902804,10.003362,50.0,0.09533544796695587,17.563625,100.0,0.060958561992307925,7.564411,150.0,0.15405979267324232,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.15475625509902804
80101051.0,231.9395785,-0.6597073,2.7332254,20.844915,2.068,5.86,ok,2.71374,-150.0,0.27252687669252174,4.0239825,-150.0,0.23565707567672695,2.968735,350.0,0.2216707953294048,2.911025,50.0,0.3848546435174909,4,CII1334,True,True,False,0.3848546435174909
80124968.0,233.4034736,-0.8109461,2.78516033,21.294487,1.928,6.326,ok,7.835225,50.0,0.21191397580153987,16.449692,50.0,0.10111603599685412,10.927805,-50.0,0.1768829990095571,5.9809484,50.0,0.22887070022696782,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.22887070022696782
81525735.0,207.756646,-0.5533487,2.9064681,20.876273,1.203,4.142,ok,3.764896,100.0,0.4622601553172124,8.330327,-200.0,0.24538930653893865,7.2505374,350.0,0.28100309415497815,3.6964853,-200.0,0.37243623679412935,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.4622601553172124
90447198.0,176.9241222,-0.2704609,2.45688079,20.906141,0.993,3.061,ok,2.5734048,-400.0,0.40480952480597754,2.3207216,-100.0,0.3135650554117164,3.2957313,-100.0,0.2517681753451197,1.9186416,-300.0,0.6895066690671954,4,,True,True,False,0.6895066690671954
93029658.0,317.7015635,-0.0339188,3.10189186,20.793461,0.752,3.101,ok,2.5869484,100.0,0.5882024092050877,6.262192,50.0,0.27289382293167874,8.228215,100.0,0.15722066227345058,4.069458,50.0,0.35814367370305245,4,"CII1334,OI1302,AlII1670",True,True,False,0.5882024092050877
79108193.0,221.1001719,-0.7484882,2.768637,20.469169,1.149,3.838,ok,4.8388653,450.0,0.3977270192924206,7.6678452,-100.0,0.3252370336578779,6.6344423,450.0,0.3280008741855009,1.7125231,100.0,0.6826464047028448,4,"SiII1526,CII1334,OI1302",True,True,False,0.6826464047028448
89575683.0,329.135831,-0.2319065,2.57342291,20.462359,1.676,6.379,ok,9.296677,100.0,0.2259648153603278,4.7122793,-500.0,0.18255830382875776,7.8415422,50.0,0.1817871380274223,2.5342724,150.0,0.4635813349909404,4,"SiII1526,CII1334,OI1302",True,True,False,0.4635813349909404
89786872.0,230.5461781,-0.343643,2.33337677,20.723795,1.383,3.405,ok,0.25375777,-150.0,0.38401640920843505,-3.5978308,300.0,0.14571071530311713,3.33123,-400.0,0.2572958617791419,2.0398417,-500.0,0.37722109439686186,4,,False,False,True,0.38401640920843505
83985451.0,341.9306899,-0.5577773,2.29901469,21.027145,1.772,3.628,ok,3.4409685,150.0,0.2311652237092413,8.807579,100.0,0.11736053966684373,2.974887,-400.0,0.13803475859103892,4.2726526,150.0,0.2173488734668012,4,"SiII1526,CII1334,AlII1670",True,True,False,0.2311652237092413
83890413.0,332.3726097,-0.4804758,2.18554945,21.137361,2.235,4.996,ok,17.236546,150.0,0.13408813302951264,13.828879,200.0,0.13561873521628418,13.695411,250.0,0.1831452452206517,12.3316555,200.0,0.1738794115241327,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.1831452452206517
85147793.0,345.6873619,-0.5560568,3.23335068,20.342653,1.897,5.917,ok,2.3155475,300.0,0.19248642059170012,13.750633,-450.0,0.1601604116063208,5.926052,-250.0,0.23337496661534024,2.9992242,-150.0,0.16519531969116497,4,"CII1334,OI1302",False,True,False,0.23337496661534024
88175885.0,335.7794129,-0.3551757,2.41416266,20.994735,1.995,4.381,ok,1.529486,100.0,0.21962791173920665,4.44148,50.0,0.1464968242839778,10.53279,-500.0,0.08804586959937422,2.034205,50.0,0.22601318719186383,4,"CII1334,OI1302",True,True,False,0.22601318719186383
87624139.0,347.1374311,-0.3923421,2.66424257,20.562614,1.417,4.337,ok,5.443281,100.0,0.29118189892057667,9.717789,-500.0,0.15774523428141154,6.352548,150.0,0.227576420098033,3.3234482,100.0,0.35045211008706334,4,"SiII1526,CII1334,OI1302",True,True,False,0.35045211008706334
79350066.0,345.3487994,-0.6291672,2.71350649,20.343207,3.284,7.656,ok,3.8780026,-50.0,0.17691614373014486,22.419575,0.0,0.08174502520961041,9.680551,-500.0,0.13689726031837224,6.9913697,0.0,0.19201705882393036,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.19201705882393036
75164645.0,348.8124055,-0.8885714,2.87957602,20.865337,1.007,3.262,ok,2.4574325,100.0,0.7659421646548882,7.0583663,50.0,0.30512560766850977,8.095936,50.0,0.21641756643812443,4.2038283,400.0,0.5004869150369722,4,"CII1334,OI1302,AlII1670",True,True,False,0.7659421646548882
87632568.0,348.3003233,-0.2827588,3.57703494,20.621097,1.519,4.98,ok,1.6981461,150.0,0.261328729424738,1.8420068,-300.0,0.25172936201763996,-0.13549916,100.0,0.19347355914511322,1.4862622,-150.0,0.42783659520682704,4,,False,False,True,0.42783659520682704
75170190.0,348.0413647,-0.9496343,2.46963819,20.62423,3.849,10.359,ok,3.935042,-250.0,0.12760172339362022,15.351484,200.0,0.10788733177387053,7.803065,-250.0,0.11393015296679765,1.5747591,-300.0,0.23108395646617982,4,"SiII1526,CII1334,OI1302",True,True,False,0.23108395646617982
75141314.0,352.6419526,-0.9714969,2.34106045,21.128022,2.174,3.805,ok,6.764672,100.0,0.2902341429459907,10.278873,50.0,0.19238356036648796,5.572644,50.0,0.3208017543419131,4.844276,50.0,0.3486335780986292,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.3486335780986292
87723047.0,1.7286778,-0.2310005,2.42518651,21.122809,2.69,5.759,ok,2.0676262,500.0,0.2059434117826871,3.5293868,400.0,0.15347685696815783,5.2453437,100.0,0.11316328411846768,2.7723513,150.0,0.27734608808937355,4,"CII1334,OI1302",True,True,False,0.27734608808937355
77723828.0,6.6896404,-0.6352921,2.65076855,20.714152,1.167,3.692,ok,0.50524294,250.0,5.308769501061111,10.326497,200.0,0.3149404446909928,7.796718,300.0,0.29998632224546223,1.8935088,100.0,0.37731510074632957,4,"CII1334,OI1302",False,True,False,5.308769501061111
85734979.0,2.9568082,-0.4575036,2.56356105,20.767894,2.58,6.511,ok,5.798529,50.0,0.21066381848319793,14.020269,0.0,0.13784628389921882,15.205754,50.0,0.10703647084832661,3.210813,0.0,0.3714123828863146,4,"SiII1526,CII1334,OI1302",True,True,False,0.3714123828863146
77752547.0,11.1502219,-0.736018,2.43308387,20.384978,2.715,4.283,ok,7.508592,100.0,0.1826779048745519,11.407645,50.0,0.14822131975281475,9.948151,100.0,0.13639439254389457,4.933483,50.0,0.23195455027029344,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.23195455027029344
92194866.0,23.412934,-0.1550771,2.34182902,20.675635,2.828,6.658,ok,1.3392595,50.0,0.18191849621179956,16.080069,100.0,0.09650487723999174,5.3110895,450.0,0.25783161050484804,1.3555204,150.0,0.2243367548284952,4,"CII1334,OI1302",False,True,False,0.25783161050484804
84288553.0,14.0670463,-0.5693554,2.78777511,20.304664,1.051,3.267,ok,1.6729009,50.0,0.6557278182383238,7.72486,-100.0,0.2599191480329145,11.6849575,-50.0,0.14750732318269041,3.5391564,-100.0,0.6235912336349505,4,"CII1334,OI1302,AlII1670",True,True,False,0.6557278182383238
85109252.0,23.5512298,-0.5011432,2.70667352,20.570783,2.338,7.149,ok,4.9345927,50.0,0.2281191634867898,21.10763,0.0,0.09251540479994982,35.562763,-500.0,0.07354700002915836,3.5245953,50.0,0.25538010139098677,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.25538010139098677
77890944.0,24.3038331,-0.6510243,2.36654404,21.01919,10.133,16.893,ok,56.11117,-300.0,0.03810433795581085,168.25821,-200.0,0.014773068145710775,46.287376,-300.0,0.037621841437090436,58.379612,-300.0,0.04186271109938579,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.04186271109938579
85065108.0,29.7612762,-0.5402719,2.1804191,20.75676,2.127,3.844,ok,1.9292831,-50.0,0.21594627117661605,9.780991,0.0,0.1022822394816326,10.717527,-450.0,0.1394452166724833,-0.8917799,-500.0,0.19187983625557012,4,"CII1334,OI1302",False,True,False,0.21594627117661605
90227839.0,40.6294619,-0.2077958,2.47443587,21.03897,2.918,5.553,ok,8.113573,300.0,0.1286468674338488,9.336405,350.0,0.10729847888749083,12.268944,300.0,0.09608974678694762,2.225322,350.0,0.18947989114372804,4,"SiII1526,CII1334,OI1302",True,True,False,0.18947989114372804
90227839.0,40.6294619,-0.2077958,2.24253222,20.668688,2.918,5.553,ok,14.009196,-50.0,0.11032418531825239,24.972244,-100.0,0.061821125648436934,21.72527,150.0,0.12435210936765353,20.366558,-100.0,0.09970447338005128,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.12435210936765353
78090965.0,42.6659341,-0.7970985,2.37974716,20.510772,2.294,3.238,ok,6.3058276,100.0,0.2645014394356501,10.531984,50.0,0.2061313716836006,7.4165535,50.0,0.21352826184927604,3.862924,150.0,0.3453895295435435,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.3453895295435435
75584894.0,6.5455088,-1.036969,2.72635587,21.408564,2.249,4.217,ok,8.921352,300.0,0.2425912018962979,13.887292,250.0,0.1467044770648337,16.24844,300.0,0.1045434126968641,10.120948,350.0,0.22831833246764444,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.2425912018962979
89588975.0,127.9926823,-0.2831224,2.26801788,21.189243,2.746,3.156,ok,9.54957,-50.0,0.20989128246013514,3.784656,100.0,0.20967657559375294,15.338502,-50.0,0.12371143993177454,8.082156,0.0,0.25604056454449586,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.25604056454449586
83956174.0,338.5410496,-0.5985633,2.65581542,20.999085,1.621,4.785,ok,2.232317,150.0,0.2602542489988845,7.2974753,100.0,0.23659351566322606,2.9559414,-500.0,0.25191577240724505,2.7261026,50.0,0.2596669358909318,4,CII1334,True,True,False,0.2602542489988845
94135026.0,38.1308437,-0.0030039,3.38918919,21.228914,1.553,5.848,ok,2.395031,250.0,0.12900836671627067,12.855282,-500.0,0.0862812357130064,15.9730215,500.0,0.13475797076977464,5.326335,250.0,0.11754292157587407,4,"CII1334,OI1302,AlII1670",True,True,False,0.13475797076977464
96894391.0,25.7631564,0.1776779,2.40631103,20.551645,6.044,5.613,ok,4.7777104,100.0,0.15203926672530244,8.06481,50.0,0.12971753252481297,9.738361,50.0,0.11569378423381643,2.2409847,100.0,0.20741888572980383,4,"SiII1526,CII1334,OI1302",True,True,False,0.20741888572980383
94355217.0,136.3137637,-0.1289222,2.26575977,20.45281,1.82,4.176,ok,6.7664757,100.0,0.2251990571127673,11.233124,0.0,0.2009444834765024,15.384771,150.0,0.10816182705154087,8.193978,50.0,0.23691815850926973,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.23691815850926973
94135026.0,38.1308437,-0.0030039,3.60770112,20.498255,1.553,5.848,ok,1.38095,150.0,0.15098510835021894,1.8140109,-250.0,0.11893749078087962,-0.28474462,500.0,0.11236319785541368,1.8992975,150.0,0.18212969190401807,4,,False,False,True,0.18212969190401807
84716656.0,44.6625823,-0.4916075,2.14039508,20.651782,6.073,7.759,ok,15.310361,50.0,0.09195342614767839,26.310429,0.0,0.06314737805421283,11.736777,50.0,0.11413377100637886,12.333296,50.0,0.10113457292151984,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.11413377100637886
101971641.0,158.3935525,0.2973052,3.04002758,20.550882,3.441,8.377,ok,5.192322,50.0,0.16098233085105634,6.9536858,50.0,0.11743236166729021,10.430048,50.0,0.10490186158782128,4.785032,50.0,0.13708937827023704,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.16098233085105634
101965777.0,158.7973866,0.2459634,2.19730733,20.373184,3.708,5.719,ok,6.6487856,100.0,0.14969834496289502,10.096775,50.0,0.07640781368429468,7.947779,500.0,0.1633306461315241,6.9445596,50.0,0.13793464316667053,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.1633306461315241
106890417.0,149.5974711,0.4257886,3.08869023,20.42945,3.057,11.532,ok,11.08644,-100.0,0.16393975495135624,31.393492,-150.0,0.07101428886025112,36.68949,-200.0,0.05080474980184851,14.644685,-150.0,0.136236211702653,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.16393975495135624
104096588.0,8.6599533,0.2381552,2.78167585,20.42881,2.923,8.208,ok,3.9215627,50.0,0.18545735155202073,11.991118,0.0,0.13514468214103925,10.106222,450.0,0.1438704105520864,4.657187,0.0,0.2050717227588576,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.2050717227588576
103155023.0,140.5709292,0.3441056,3.06896771,20.827457,2.05,6.52,ok,9.465698,100.0,0.2501638658518439,25.338099,50.0,0.10140680651180492,31.355635,100.0,0.0762364581056222,14.893275,150.0,0.16460232330168928,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.2501638658518439
101937266.0,162.2885251,0.3916369,2.75910365,21.090319,1.56,4.122,ok,4.456123,-250.0,0.29396592675563005,6.5330596,-150.0,0.18915511926759176,2.8207042,250.0,0.30128320598936226,4.380365,-200.0,0.37083229758008945,4,"SiII1526,CII1334,AlII1670",True,True,False,0.37083229758008945
98863178.0,142.433176,0.0103356,2.70326025,20.719394,1.388,3.725,ok,1.7459356,500.0,0.5191953777229854,4.505467,0.0,0.19181410473325855,2.4614112,0.0,0.10677190324973093,2.371172,-150.0,0.42455556737719624,4,CII1334,True,True,False,0.5191953777229854
97600034.0,217.2077565,0.178021,2.54800531,20.940637,2.063,4.106,ok,6.30782,150.0,0.2307191465242249,11.448962,250.0,0.12920019457177748,11.568637,150.0,0.09153965755616689,5.0799823,200.0,0.2414576682266384,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.2414576682266384
94329617.0,186.2775558,-0.0846159,2.26500867,20.478401,1.876,4.826,ok,1.6083585,100.0,0.30045916066002487,3.7219424,100.0,0.4379817992556658,6.8125772,50.0,0.2820068986585649,3.0754442,-300.0,0.37053270513179515,4,"CII1334,OI1302",True,True,False,0.4379817992556658
97652109.0,217.4514004,0.2041322,2.39144178,20.657138,2.173,4.069,ok,5.921259,150.0,0.20544677861458485,5.375699,200.0,0.28785203641508333,6.2750916,500.0,0.3615723582236613,5.457288,200.0,0.26201496971078886,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.3615723582236613
96781512.0,211.5847524,0.1476945,3.02702517,20.326371,1.589,4.465,ok,0.5312266,-100.0,0.29238688507841737,6.6823707,50.0,0.10445240566347169,6.460931,350.0,0.17890785124008443,0.01976921,-150.0,0.20721386017750165,4,"CII1334,OI1302",False,True,False,0.29238688507841737
95071861.0,224.7015927,-0.1814354,2.17676001,20.422151,3.935,5.31,ok,6.265913,-50.0,0.15883439970871477,8.133849,-150.0,0.08752547928107993,15.142385,450.0,0.06509567997286021,-22.87632,-450.0,0.132822802672419,4,"SiII1526,CII1334,OI1302",False,True,False,0.15883439970871477
105002374.0,191.6498641,0.412964,3.04561382,20.528232,3.428,8.946,ok,3.0929313,50.0,0.15316299732361396,25.30093,350.0,0.07107513030103386,18.118647,100.0,0.09882905780183919,7.1647954,-100.0,0.12076502734438133,4,"CII1334,OI1302,AlII1670",True,True,False,0.15316299732361396
98270445.0,223.4048224,0.0695152,2.84312412,21.211952,3.031,7.849,ok,8.350344,-200.0,0.11610772655399398,13.774916,-250.0,0.06876246199381499,13.386431,250.0,0.070530338682943,9.162743,-200.0,0.11873619020987783,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.11873619020987783
93355927.0,175.5844283,-0.204532,2.25674909,20.358633,9.203,11.453,ok,8.060609,100.0,0.07474727210745472,12.5395565,50.0,0.03676777962948494,27.813015,-500.0,0.03038587256696108,-1.2688717,100.0,0.051194627636253806,4,"SiII1526,CII1334,OI1302",True,True,False,0.07474727210745472
101064932.0,206.5634132,0.2766298,2.80263237,20.499618,1.59,4.065,ok,2.3531127,300.0,0.40184997824969504,2.497621,200.0,0.2425308745980157,5.2720795,150.0,0.2174366173619169,1.0510454,250.0,0.4739804676085174,4,OI1302,True,True,False,0.4739804676085174
96474667.0,204.7424704,0.1976716,2.70411417,20.345568,2.474,6.376,ok,4.184566,100.0,0.2528032246415861,6.7122183,50.0,0.13405453075169577,-2.2932312,-500.0,0.11368134090850679,2.541632,50.0,0.2785715507250842,4,"SiII1526,CII1334",True,True,False,0.2785715507250842
106575599.0,330.8141822,0.5058091,3.04188886,20.45027,1.382,3.983,ok,3.1913738,300.0,0.45962598564050117,3.1993134,300.0,0.1980964037180825,4.304125,-500.0,0.2143113184471403,1.35773,150.0,0.32969522181614896,4,OI1302,True,True,False,0.45962598564050117
102437461.0,324.1784266,0.2434035,2.22986517,20.317436,2.76,3.575,ok,4.6802807,100.0,0.25530217623771345,5.7630496,450.0,0.3182844846689922,2.407072,100.0,0.3706489818881557,3.5074368,150.0,0.3067664765696665,4,"SiII1526,CII1334,AlII1670",True,True,False,0.3706489818881557
95485293.0,205.4254798,-0.0496053,2.46245698,20.424063,2.264,3.8,ok,1.0960664,50.0,0.28828634806665865,2.8943439,-250.0,0.1786110532596982,0.3069407,-100.0,0.22311874309178512,2.1690736,-450.0,0.27448491690545584,4,,False,False,True,0.28828634806665865
97153702.0,336.7013684,0.0151258,3.03352116,20.486278,0.939,4.853,ok,3.9827871,150.0,0.310035623988169,14.985157,50.0,0.16179826471318431,5.4255185,100.0,0.244746337546496,3.2427742,100.0,0.1952736779468373,4,"SiII1526,CII1334,OI1302",True,True,False,0.310035623988169
106514762.0,334.937786,0.6189226,3.40437512,20.322824,3.403,9.413,ok,5.7320414,50.0,0.10332900570045192,7.5728016,50.0,0.11407917632678097,9.674046,50.0,0.09275164540265354,4.8685637,0.0,0.13833526682639635,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.13833526682639635
102621906.0,339.3168224,0.3206938,2.20393945,20.543462,8.559,11.212,ok,24.830774,100.0,0.06259463369197879,57.09854,50.0,0.03711435247155939,33.014366,100.0,0.056141067170482326,27.953604,50.0,0.06447963132516586,4,"SiII1526,CII1334,OI1302,AlII1670",True,True,False,0.06447963132516586
97096568.0,339.652642,0.125299,3.03816711,20.586584,1.137,3.744,ok,2.2154925,-400.0,0.4361496548114027,3.0325363,250.0,0.247810159262495,1.5714927,450.0,0.16051447771011956,1.2918584,-100.0,0.3607588552058701,4,,False,False,True,0.4361496548114027
101508733.0,342.6995678,0.2706288,2.71778525,20.558933,0.932,3.196,ok,1.5934486,350.0,0.44759568771951314,4.5066004,-100.0,0.42187361148183,2.361258,300.0,0.4431699074491692,1.5207324,-200.0,0.6091970291928316,4,CII1334,False,True,False,0.6091970291928316
94236915.0,343.7738837,-0.0412436,2.51466866,20.755007,2.768,6.038,ok,7.985817,-50.0,0.14220744118528114,7.094291,-100.0,0.12944608351849118,6.7585387,450.0,0.11291685264747567,2.9881666,-100.0,0.22375471466676006,4,"SiII1526,CII1334,OI1302",True,True,False,0.22375471466676006
107643682.0,350.1060922,0.4622472,2.48806215,20.325523,4.042,8.277,ok,5.6641617,-100.0,0.13635933104566839,21.597261,-200.0,0.09614500907885293,15.341523,-300.0,0.12617678176386396,1.2965891,-100.0,0.1779149771308516,4,"SiII1526,CII1334,OI1302",False,True,False,0.1779149771308516
107603333.0,354.0199652,0.4431817,2.89299977,20.638251,1.211,3.419,ok,2.284427,100.0,0.46426163140272414,10.836462,50.0,0.1170110823701723,21.913292,-100.0,0.11070426217120599,-3.3993552,-450.0,0.2113670396341601,4,"CII1334,OI1302",True,True,False,0.46426163140272414
94741393.0,358.0795345,-0.0033637,3.22069821,20.780706,0.963,3.078,ok,2.103026,500.0,0.5072861576505746,3.5522056,450.0,0.3641440321700033,1.8483818,-450.0,0.20426682265388874,1.3217516,100.0,0.4247857362088068,4,CII1334,True,True,False,0.5072861576505746
