ID,zQSO,zCNN,Conf,NHIcnn,Flux,SNR,Plate,MJD,Fiber,ra,dec,NHIfit,NHI_best
178582841,3.38735361,3.14557035,1.0,21.055581,3.203,7.31,4867,55924,586,132.2670536,7.4335233,21.001143,21.001143
181892786,3.09704127,2.59239594,1.0,20.594625,1.265,3.026,4873,55926,838,147.6773911,7.7805849,20.451047,20.451047
180020662,3.22468818,2.93354655,1.0,20.692027,3.262,7.284,4889,55709,710,230.4953255,7.702012,20.663069,20.663069
182816064,3.2776185,3.03073647,1.0,20.481352,1.319,3.92,5211,56002,23,236.5513168,7.9274469,20.504504,20.504504
186049417,3.38925763,2.9947015,1.0,20.836467,3.098,9.828,5211,56002,196,235.7439079,8.2011766,20.824915,20.824915
184514730,2.60880294,2.41809567,1.0,20.571251,1.552,3.647,5211,56002,229,235.3902011,8.1921637,20.502401,20.502401
187616108,2.81419694,2.64824702,1.0,20.66159,3.034,7.252,5211,56002,936,236.0831799,8.4722577,20.728098,20.728098
184297511,2.8449819,2.33184184,1.0,20.745515,3.742,6.897,5289,55893,476,130.7860599,8.097066,20.926583,20.926583
181287070,3.15907772,2.71864126,1.0,20.806956,1.728,5.329,5294,55922,414,133.8007091,7.7976293,20.87166,20.87166
181287267,3.19148422,2.59984867,1.0,20.816904,1.034,3.392,5294,55922,424,133.7680114,7.8489027,20.902276,20.902276
188913755,3.01296632,2.75910329,1.0,20.54174,1.976,5.063,5294,55922,896,135.0683794,8.6458982,20.535471,20.535471
184517253,3.1636289,2.83340164,1.0,20.63555,1.089,3.092,5299,55927,230,137.1117433,8.0556442,20.878662,20.878662
185619487,2.67262598,2.56192028,1.0,20.796811,4.529,8.448,5299,55927,348,136.4925943,8.3505252,20.796099,20.796099
181745141,2.5088867,2.30966661,1.0,20.639562,11.055,11.949,5309,55929,214,141.8383244,7.7775275,20.736629,20.736629
185183366,2.54711253,2.28839711,1.0,20.427783,1.74,3.358,5309,55929,224,141.7930933,8.1602381,20.738197,20.738197
180837898,2.77111447,2.40552745,1.0,20.395417,4.725,8.975,5309,55929,405,140.9841929,7.7466665,20.515764,20.515764
179486479,2.93089252,2.71265257,1.0,20.591614,2.395,3.949,5314,55952,51,145.1762634,7.6945817,20.485304,20.485304
188505246,2.68375672,2.49932459,1.0,20.683953,3.326,5.337,5319,55953,312,146.1174013,8.637551,20.585635,20.585635
183861824,3.36713443,3.00759988,1.0,20.794985,1.183,3.725,5324,55947,99,149.6562949,8.0755213,21.073797,21.073797
180846157,2.75834784,2.27555074,1.0,20.443598,1.341,4.143,5339,55922,10,156.6009734,7.7014939,20.477225,20.477225
184986003,3.24498699,3.07459411,1.0,21.002857,3.414,7.729,5344,55924,270,158.0113396,8.1878856,21.043482,21.043482
184636704,2.61216758,2.31271673,1.0,20.532225,6.613,9.583,5354,55927,14,163.8469749,8.0573798,20.343601,20.343601
180213973,2.37750961,2.27479563,1.0,20.646905,2.695,3.808,5354,55927,248,162.9005557,7.5891042,20.622745,20.622745
185849656,2.44800211,2.19362696,1.0,20.502508,5.804,7.902,5354,55927,424,162.06595,8.2527759,20.542446,20.542446
187404770,3.06539025,2.49127701,1.0,20.413519,1.829,4.931,5354,55927,498,161.2848593,8.4664722,20.368079,20.368079
183620511,2.51784966,2.26952148,1.0,20.311735,1.688,3.029,5359,55953,112,165.8672499,8.0684822,20.345817,20.345817
183081405,3.15815825,2.77645524,1.0,21.046268,1.015,3.04,5359,55953,308,164.8933813,8.0707106,21.129444,21.129444
187323034,2.98629466,2.56602481,1.0,20.433068,7.912,12.046,5359,55953,600,164.4098469,8.5147317,20.461573,20.461573
182110103,3.34211387,3.26662347,1.0,20.600509,0.798,3.454,5363,55956,276,167.4390797,7.9570983,20.646437,20.646437
179989133,2.93880857,2.69729605,1.0,20.431116,2.011,5.967,5363,55956,348,167.0718885,7.5862878,20.693299,20.693299
185834059,2.80719826,2.7007037,1.0,20.510362,3.679,7.063,5363,55956,580,166.520601,8.2338834,20.606151,20.606151
185771570,2.94618366,2.40552745,1.0,20.969881,2.186,7.869,5374,55947,648,172.4914996,8.2949843,21.329287,21.329287
182234648,2.4969677,2.14111745,1.0,20.688506,3.759,6.154,5377,55957,694,174.8598873,7.8532204,20.722788,20.722788
184811228,2.59916886,2.45290158,1.0,20.495827,2.465,3.343,5382,55982,316,177.6485851,8.1501342,20.590665,20.590665
183376237,2.98174517,2.46804241,1.0,20.433951,1.555,4.087,5393,55946,318,182.792649,7.9613137,20.355984,20.355984
183445741,2.66941416,2.23060824,0.9375,21.364094,1.54,3.549,5397,55944,816,185.9173676,8.0351276,21.465953,21.465953
185348317,3.35817758,2.84223807,1.0,20.471716,1.011,4.007,5402,55927,650,187.1771598,8.143066,20.443138,20.443138
185348317,3.35817758,3.13508271,1.0,20.436092,1.011,4.007,5402,55927,650,187.1771598,8.143066,20.301045,20.301045
183227390,2.56527185,2.3372164,1.0,20.782144,11.938,15.446,5402,55927,937,188.656466,7.9787099,20.785196,20.785196
182270186,3.38219968,3.19453946,1.0,20.661231,1.338,3.974,5407,55926,120,191.0903011,7.8738031,20.513682,20.513682
185094840,2.48417136,2.31882396,1.0,20.609529,3.77,5.475,5407,55926,712,190.0794926,8.258615,20.605144,20.605144
184990867,2.73308764,2.63818071,1.0,21.108533,2.124,4.34,5429,55979,576,199.8694022,8.2444478,21.163862,21.163862
180550277,3.31518714,2.92088675,1.0,20.372979,2.696,6.073,5447,55958,94,210.2947616,7.6793969,20.302896,20.302896
180550277,3.31518714,3.13698776,1.0,20.827154,2.696,6.073,5447,55958,94,210.2947616,7.6793969,20.881298,20.881298
182447078,2.35008234,2.25749992,1.0,20.942508,3.079,3.336,5447,55958,208,209.8542081,7.8601978,20.916704,20.916704
180854679,2.64315241,2.4149503,1.0,20.931093,6.377,9.151,5447,55958,250,209.7623635,7.757229,21.141785,21.141785
183371030,3.94602314,3.44308263,1.0,20.72631,1.126,3.09,5457,55976,252,214.2139118,8.0626052,20.439081,20.439081
185910358,3.16172365,2.76170241,1.0,20.757646,1.877,5.015,5457,55976,422,213.5089205,8.3045667,21.134086,21.134086
188262471,2.42683059,2.24925878,1.0,20.544294,2.103,3.049,5472,55976,30,222.150206,8.4487665,20.618129,20.618129
186754023,3.35808738,2.91186957,1.0,20.677444,0.734,3.057,5481,55983,222,225.7301419,8.300638,20.484005,20.484005
177955789,2.69631845,2.18921878,1.0,20.556014,8.007,11.841,5494,55857,124,121.4488894,7.3905092,20.474885,20.474885
189153603,2.68631856,2.24552072,1.0,20.484745,1.734,3.028,5494,55857,815,121.0472736,8.7046659,20.542219,20.542219
183097085,2.60405667,2.49207992,1.0,20.990685,2.541,5.455,5495,55896,251,127.644336,8.0983724,21.135309,21.135309
185661692,2.40382048,2.32800843,1.0,20.713377,4.716,4.954,5496,55888,378,125.1335262,8.2851213,20.690811,20.690811
183183237,2.8982676,2.51466866,1.0,20.324149,2.761,5.398,5496,55888,408,125.0363912,7.9869608,20.306315,20.306315
182345144,3.29605322,3.03073647,1.0,20.462967,2.309,6.679,6160,56190,443,355.2834696,7.9544193,20.456046,20.456046
180066713,2.99300774,2.71778614,1.0,20.539908,4.478,8.232,6165,56208,242,353.8442751,7.7403824,20.312061,20.312061
180066713,2.99300774,2.78864871,1.0,20.624861,4.478,8.232,6165,56208,242,353.8442751,7.7403824,20.715265,20.715265
185968539,2.70573299,2.46963819,1.0,20.675417,1.59,3.034,6165,56208,370,353.299304,8.24127,20.662604,20.662604
187847399,2.96273091,2.73752593,1.0,20.420721,2.77,5.991,6169,56193,584,349.4369972,8.5805172,20.341701,20.341701
182794495,2.47597033,2.34799162,1.0,20.83881,2.597,3.017,6169,56193,602,349.5489022,8.0361259,20.880062,20.880062
182399051,3.32057795,3.08492791,1.0,20.725499,2.417,6.707,11063,58426,718,14.4754012,7.9348205,20.985244,20.985244
190696469,2.89378422,2.65413208,1.0,20.369569,5.016,11.803,4089,55470,228,322.7510473,8.8110152,20.395141,20.395141
194898387,2.3494291,2.22021077,1.0,20.844765,9.645,7.728,4511,55602,136,119.1402126,9.1908706,20.9696,20.9696
192734305,3.02059818,2.92269282,0.9375,21.086056,2.111,5.041,4531,55563,747,29.3548697,9.0534586,21.230146,21.230146
192734361,3.24489228,2.6887934,1.0,20.963645,3.108,8.481,4531,55563,796,29.403754,8.9928427,21.195009,21.195009
191089491,2.5826069,2.47203728,1.0,20.607253,5.488,8.402,4538,55860,2,7.032789,8.8582786,20.656801,20.656801
192337910,3.27562526,2.89838117,1.0,20.701005,1.541,3.721,4554,56193,866,18.8743035,8.9274705,20.876025,20.876025
194280058,3.35982777,2.84755078,1.0,20.665722,1.906,5.391,5052,55857,378,334.7838392,9.1370906,20.720521,20.720521
200041050,3.7409758,3.46153391,1.0,20.611249,0.948,3.358,5054,56191,698,339.9725595,9.7836399,20.401735,20.401735
193783998,3.10838255,2.79738192,1.0,20.744165,1.034,3.614,5055,55889,302,342.2488246,9.0409441,20.692884,20.692884
197601094,2.90991123,2.84135443,1.0,20.338949,2.422,4.799,5067,55751,904,331.7141071,9.4529759,20.451082,20.451082
196198618,2.51159118,2.16872348,1.0,20.763932,6.875,6.808,5069,56211,670,334.6812693,9.3422879,20.785815,20.785815
196920760,2.69380872,2.59239594,1.0,20.470807,2.643,5.03,5208,56008,98,238.0551951,9.3690817,20.546348,20.546348
196122963,2.64222681,2.25824941,1.0,20.27266,2.356,4.755,5208,56008,248,237.3840445,9.3728557,20.550208,20.550208
194240218,2.99390865,2.46724271,1.0,20.118423,4.01,8.308,5210,56003,632,237.3474804,9.091029,20.332396,20.332396
195071620,2.89144027,2.48726005,1.0,20.680023,3.557,6.92,5304,55925,516,138.4374782,9.2354638,20.717897,20.717897
196576376,3.02125667,2.5252041,1.0,20.514314,2.099,4.887,5304,55925,586,138.6869313,9.4251541,20.493464,20.493464
199790568,3.44813024,3.33595011,1.0,20.841469,2.145,6.241,5309,55929,670,141.2496448,9.8509655,20.754544,20.754544
196916540,2.42059533,2.25225188,1.0,20.458079,3.381,3.545,5314,55952,556,143.1097612,9.4239186,20.589352,20.589352
193318137,2.64082321,2.34182902,1.0,21.109085,7.735,9.363,5314,55952,566,143.2124841,9.1260905,21.286611,21.286611
200118277,3.302962,2.93989191,1.0,21.167826,1.503,3.348,5314,55952,750,144.0567699,9.7407968,21.308918,21.308918
197703030,3.18698517,2.97268753,1.0,20.800674,1.576,3.137,5319,55953,530,145.2856906,9.5398876,20.62691,20.62691
191386337,3.30325441,2.86086206,1.0,20.424103,2.18,5.359,5329,55946,828,151.3455734,8.8724127,20.3991,20.3991
198338808,3.67411525,3.06803185,1.0,21.007403,2.153,10.978,5339,55922,622,155.0651445,9.5398199,21.045354,21.045354
200703423,3.25110106,2.86620047,1.0,20.409686,3.304,5.869,5346,55955,434,158.2496842,9.9418726,20.455763,20.455763
189707275,2.96154534,2.43624571,1.0,20.534648,4.238,9.184,5354,55927,594,161.8226806,8.7434221,20.451742,20.451742
192419455,3.32390953,3.12367327,1.0,21.263706,2.139,5.933,5354,55927,888,163.2908787,8.9851901,21.153589,21.153589
200530183,4.01409095,3.52776941,1.0,20.36015,1.566,3.502,5356,55979,270,163.9718636,9.901312,20.328647,20.328647
200076717,2.7679395,2.24851005,1.0,20.365905,6.112,8.133,5356,55979,426,163.2407581,9.8170399,20.436808,20.436808
189290598,3.1917363,3.00022306,1.0,20.612233,6.527,11.212,5359,55953,630,164.5058292,8.5833767,20.728217,20.728217
195784991,2.44185689,2.34182902,1.0,20.578174,5.013,5.322,5359,55953,908,165.9080006,9.3443052,20.429266,20.429266
194371912,2.59172195,2.12740626,1.0,21.077635,5.838,8.833,5361,55973,168,166.8284959,9.2818935,21.161538,21.161538
194167871,3.40246269,3.1656644,1.0,20.985792,1.151,4.032,5361,55973,255,166.4187196,9.2041168,20.942034,20.942034
192871208,2.63956158,2.30738156,1.0,20.771305,1.708,3.434,5363,55956,834,167.8106536,9.0227055,21.048593,21.048593
191137975,2.48497992,2.30433643,1.0,20.812356,2.909,3.937,5363,55956,914,168.1846217,8.8846005,20.971167,20.971167
197763200,3.61506644,2.98459605,1.0,20.620009,1.073,3.108,5366,55958,14,170.0895444,9.4999618,20.70437,20.70437
197763200,3.61506644,3.529855,1.0,20.530932,1.073,3.108,5366,55958,14,170.0895444,9.4999618,20.695386,20.695386
193495341,3.05599564,2.75737216,1.0,20.606771,1.858,4.232,5369,56272,554,169.1782238,9.0942384,20.687609,20.687609
191652471,2.89831673,2.82634574,1.0,20.675901,2.458,3.921,5375,55973,48,174.8740208,8.9738748,20.666075,20.666075
190048556,2.58562966,2.23656399,1.0,20.411036,6.743,7.784,5380,55980,248,176.0911685,8.7797519,20.34583,20.34583
192387079,2.65650005,2.49771315,1.0,20.486908,4.648,6.244,5382,55982,836,178.1285978,9.0279487,20.577272,20.577272
199154641,3.48514118,3.25191121,1.0,20.699459,0.952,3.138,5391,56000,480,181.213323,9.6432559,20.545382,20.545382
193511901,2.49460275,2.35107534,1.0,21.436365,2.82,4.342,5393,55946,582,182.385205,8.9975525,21.500801,21.500801
195036854,2.96543729,2.82282483,1.0,20.971011,3.862,12.495,5396,55947,276,184.6062409,9.2658568,20.920809,20.920809
196964150,2.70997365,2.49690863,1.0,20.442795,3.746,9.553,5396,55947,969,185.6671958,9.5710361,20.633776,20.633776
190987733,2.44169284,2.35030456,1.0,21.031569,1.922,3.025,5401,55949,48,188.1657807,8.9294222,20.881412,20.881412
191032340,2.83149018,2.75477826,1.0,20.509377,2.811,7.048,5401,55949,86,187.6923247,8.8029097,20.569698,20.569698
194940888,3.29836064,3.07740891,1.0,20.852206,0.89,3.214,5401,55949,220,187.2454073,9.2036657,20.771831,20.771831
198013479,3.60964618,3.40843337,1.0,20.968325,1.353,4.521,5411,55953,32,192.7507891,9.6280491,20.984348,20.984348
194485968,3.09916183,2.84755078,1.0,20.587249,2.134,6.668,5411,55953,378,191.020086,9.1964662,20.59278,20.59278
199425932,2.70573019,2.20025228,1.0,20.461808,2.111,3.731,5415,55982,102,194.8240551,9.7848302,20.444354,20.444354
195432238,2.75981145,2.58909031,1.0,20.577567,1.888,3.295,5417,55978,772,195.3729852,9.2217517,20.723738,20.723738
191336004,2.82381943,2.40395939,1.0,21.042864,1.682,3.409,5421,55980,414,196.3463832,8.9052081,20.979979,20.979979
196285945,2.85624874,2.4904737,1.0,20.495995,1.686,3.443,5430,56000,258,201.6357997,9.3999173,20.49945,20.49945
197525132,3.14254426,2.79563311,1.0,20.268616,2.017,5.66,5435,55982,92,204.5235735,9.5416487,20.43883,20.43883
200005774,2.72792332,2.28688287,1.0,20.734625,1.282,3.148,5435,55982,454,202.5987631,9.8667862,20.813958,20.813958
200405410,2.79902712,2.63399506,1.0,20.63176,1.062,3.056,5440,55983,294,206.212385,9.8035345,20.516504,20.516504
199965233,2.30670821,2.21872805,1.0,20.504761,3.924,3.228,5442,55978,630,206.9352605,9.8819034,20.461968,20.461968
199793514,3.49151762,3.06709398,1.0,20.467805,1.895,4.52,5442,55978,750,207.3435377,9.7939867,20.369054,20.369054
197697165,3.50996239,2.98459583,1.0,20.482646,2.092,5.411,5442,55978,830,207.6315337,9.5185905,20.523361,20.523361
197086463,3.14350143,2.69644575,1.0,20.476488,2.257,4.174,5447,55958,553,208.6676515,9.5290697,20.442609,20.442609
196744357,3.6419541,3.57071769,1.0,20.288521,2.702,8.05,5452,55957,760,211.9893551,9.5041399,20.337745,20.337745
200438867,3.39605475,3.27744449,1.0,20.636041,1.329,4.145,5452,55957,792,212.1270316,9.8867792,20.468332,20.468332
194138519,2.94634769,2.88136339,1.0,20.849645,3.846,5.458,5457,55976,506,212.9069344,9.2533589,21.090246,21.090246
199795146,2.54549478,2.40788035,1.0,20.604297,3.807,4.698,5460,56000,334,215.4853783,9.786805,20.651314,20.651314
189543933,3.04573936,2.523581,1.0,20.531255,1.451,3.002,5476,55986,146,223.5443952,8.6289068,20.388011,20.388011
191261461,2.42296514,2.3326084,1.0,20.415998,3.654,3.553,5476,55986,280,223.0714517,8.8239383,20.301177,20.301177
200782585,3.18480162,2.82634574,1.0,20.71825,3.046,6.637,5480,56001,132,225.4919024,9.9369912,20.672505,20.672505
189487994,2.48574735,2.27102789,1.0,20.454221,2.319,4.392,5481,55983,438,224.8847175,8.6398902,20.331371,20.331371
191323347,3.53908644,3.01683757,1.0,20.227999,1.219,4.71,5487,55982,774,228.1797714,8.9178101,20.419749,20.419749
200447974,2.87587989,2.51871735,1.0,20.554225,3.882,8.478,5493,56009,248,231.813121,9.7495668,20.545263,20.545263
196120716,3.74955738,3.32398621,1.0,20.467802,1.158,3.111,5494,55857,628,120.2588114,9.417425,20.320845,20.320845
195145391,3.30402876,3.06148044,1.0,20.334951,1.6,4.956,5495,55896,308,127.4753901,9.2657656,20.41018,20.41018
192708358,3.26939854,2.82722818,1.0,21.027607,2.9,6.753,6152,56164,980,359.8497258,9.0309338,21.052907,21.052907
190192293,3.57928488,3.22264333,1.0,20.616662,1.2,4.926,6160,56190,200,356.6230476,8.841451,20.622481,20.622481
194174431,3.05350319,2.76950418,1.0,20.169996,2.364,5.497,6162,56191,394,346.4229661,9.2693161,20.38439,20.38439
197477834,2.98987865,2.55209216,1.0,20.655759,3.906,8.183,6163,56219,770,349.4442723,9.4362342,20.871663,20.871663
192547178,3.20018707,2.97634662,1.0,20.420606,1.191,3.37,6164,56181,226,351.6160172,8.9105262,20.385257,20.385257
198349948,2.75924658,2.58165967,1.0,20.45171,2.336,5.077,6164,56181,842,351.7365874,9.7346121,20.383699,20.383699
191657841,2.77379399,2.37275031,1.0,20.489632,2.376,4.944,6167,56189,742,345.3574949,8.9908223,20.555435,20.555435
193297130,2.64978167,2.34182902,1.0,20.896237,1.849,3.922,11064,58430,356,16.3713879,9.1665851,21.129823,21.129823
191153781,2.83611191,2.716929,1.0,20.841189,5.047,8.969,11312,58433,900,6.2378626,8.8599248,20.908992,20.908992
200975614,2.52831812,2.31119149,1.0,20.622583,2.605,3.756,4089,55470,624,321.7636826,10.0083467,20.69649,20.69649
208053580,3.10185927,3.03537873,1.0,20.600518,2.496,4.897,4508,55600,60,127.196039,10.8313297,20.742866,20.742866
209317382,2.68614292,2.60648684,1.0,20.63208,2.512,5.171,4509,55574,388,122.9522382,10.8467302,20.716358,20.716358
203857370,3.82607888,3.38918963,1.0,20.932345,1.254,3.722,4510,55559,476,119.9216455,10.1653312,20.776897,20.776897
204484055,2.4324106,2.28536942,1.0,20.565594,4.818,5.542,4538,55860,706,5.5648405,10.3910623,20.661253,20.661253
204856099,2.40619983,2.33644754,1.0,20.442353,3.62,3.225,4545,55567,502,24.8935046,10.3815892,20.340733,20.340733
211769957,2.68889354,2.27404252,1.0,20.617838,2.03,5.45,4656,55828,460,28.6316733,11.2647315,20.571533,20.571533
206583427,2.8079677,2.52682799,1.0,20.514255,1.308,3.247,4659,55587,84,28.2972679,10.6603858,20.418467,20.418467
211980207,3.28353814,3.12177424,1.0,20.364323,1.153,3.942,4666,55832,342,22.7521777,11.2016191,20.458232,20.458232
210262526,3.28448075,3.19067713,1.0,20.748279,1.032,3.693,4666,55832,370,22.5342876,10.9239378,20.923655,20.923655
202957488,3.31794126,2.97634662,1.0,20.76716,2.114,5.522,4879,55706,808,239.956426,10.204536,20.811287,20.811287
206278731,2.38524291,2.2425324,1.0,20.426941,2.85,3.401,5047,55833,202,334.712259,10.4374658,20.397266,20.397266
210636108,2.98635293,2.83781744,1.0,21.142469,2.783,7.318,5063,55831,284,330.0507044,11.1097957,21.299305,21.299305
210636046,3.37590449,3.2168126,1.0,21.087563,1.725,5.019,5065,55739,548,329.9649985,10.987385,21.210008,21.210008
210060271,3.31222814,2.7186414,1.0,20.454239,2.197,5.576,5066,55749,833,333.7707624,10.9990467,20.301571,20.301571
201982676,2.44480102,2.37197471,1.0,20.510732,2.704,3.043,5066,55749,930,334.1695612,10.1071536,20.408862,20.408862
203962456,3.60360546,3.08398603,1.0,20.744627,1.94,4.65,5205,56040,976,244.7728427,10.2315849,20.830977,20.830977
207261314,2.89222353,2.46484924,1.0,20.767974,1.717,4.087,5206,56033,728,234.3615249,10.6623668,20.775098,20.775098
210515100,3.83026619,3.35095317,1.0,20.953066,1.779,5.343,5206,56033,756,234.5826356,11.0576405,21.161625,21.161625
212114027,2.66923434,2.46484924,1.0,20.482242,5.52,8.577,5284,55866,822,129.8874592,11.2018188,20.625287,20.625287
202129326,3.76066389,3.64712553,1.0,20.658315,1.323,3.997,5291,55947,471,132.2360216,10.0244013,20.674883,20.674883
212364455,2.6092436,2.13678198,1.0,20.425222,21.501,18.61,5291,55947,643,132.6905802,11.1445878,20.590492,20.590492
209626665,2.88422402,2.80088155,1.0,20.66836,3.303,6.18,5302,55896,18,139.3273314,10.8759995,21.037601,21.037601
208029911,2.99206236,2.53984567,1.0,20.798611,6.071,10.197,5306,55926,200,140.4973425,10.6323329,20.974239,20.974239
202981657,3.25837089,2.9937805,1.0,21.103806,1.301,3.221,5306,55926,386,139.7757359,10.2456524,21.019688,21.019688
210741727,3.86487148,3.69660786,1.0,20.422086,3.82,7.986,5316,55955,950,146.1837089,11.1150888,20.609702,20.609702
205865484,3.56215769,3.07365463,1.0,20.572237,1.113,3.663,5331,55976,238,152.3979125,10.4209162,20.797827,20.797827
207056701,2.93976728,2.48806215,1.0,20.649448,1.593,3.053,5331,55976,996,153.6746124,10.7092093,20.747107,20.747107
204022451,2.92346105,2.70155522,1.0,20.59514,1.622,3.648,5336,55957,268,154.2848061,10.3459478,20.591371,20.591371
209004521,3.52785235,3.01036809,1.0,20.975943,1.438,3.514,5336,55957,664,153.8682773,10.768773,20.989067,20.989067
210017140,2.39077331,2.28991216,1.0,20.34137,4.332,3.899,5336,55957,865,154.8911647,10.9483748,20.36325,20.36325
211791053,3.36688742,3.25093318,1.0,20.220168,2.162,4.68,5346,55955,724,159.0046765,11.1735114,20.351685,20.351685
209162577,2.62911703,2.29749618,1.0,20.573163,3.133,3.712,5351,55952,524,160.2765098,10.8886963,20.646721,20.646721
212282666,2.64586719,2.39925921,1.0,20.590607,2.268,3.078,5356,55979,918,164.8207424,11.2948805,20.564336,20.564336
206530341,3.14185832,2.94715506,1.0,20.539565,1.721,3.87,5366,55958,758,168.6153608,10.4779947,20.453105,20.453105
208017547,3.117151,2.60565541,1.0,20.3848,2.433,5.899,5372,55978,260,172.7314117,10.8233974,20.302789,20.302789
211998477,3.01950776,2.87332786,1.0,20.472141,3.889,7.887,5380,55980,670,175.8841471,11.0892832,20.439129,20.439129
209502010,2.42194388,2.34490891,1.0,20.612882,2.869,3.52,5388,55983,474,179.5672011,10.8527925,20.577478,20.577478
202604085,2.88394588,2.58991571,1.0,21.068145,0.948,3.773,5396,55947,556,183.7837552,10.1232599,21.100665,21.100665
204488250,3.26753501,2.97177176,1.0,20.797199,1.311,5.942,5396,55947,796,184.81539,10.413739,20.857885,20.857885
204296184,2.8841942,2.33107367,1.0,20.584029,3.379,6.833,5401,55949,988,188.3631695,10.2469777,20.546594,20.546594
206203554,3.39874422,2.9136718,1.0,20.453341,1.443,3.771,5403,55979,338,187.7002679,10.5986335,20.778263,20.778263
207924260,3.13140597,2.88404485,1.0,20.616276,2.328,5.725,5406,55955,714,188.9972471,10.6638891,20.74977,20.74977
209410407,2.47536121,2.21280451,1.0,20.500221,4.288,5.72,5411,55953,640,191.0828005,10.8661336,20.402402,20.402402
205642933,2.93277968,2.62981382,1.0,20.409828,3.988,10.621,5411,55953,848,191.9650969,10.4094936,20.41718,20.41718
210781953,2.84213851,2.42045862,1.0,20.531421,2.363,4.595,5415,55982,552,193.2026723,11.0646717,20.779068,20.779068
212159268,2.99475239,2.80876608,1.0,20.560587,3.126,6.458,5415,55982,593,193.4871019,11.2320319,20.713875,20.713875
212145583,3.37888819,3.24799827,1.0,20.404108,2.704,5.91,5426,55987,582,198.5645157,11.3056926,20.511155,20.511155
204899119,3.54963217,3.28434454,1.0,20.671183,1.327,3.453,5430,56000,656,201.1215035,10.3984442,20.733333,20.733333
205721252,2.54487742,2.22837784,1.0,20.574432,5.509,9.106,5435,55982,440,203.1023037,10.5526596,20.633215,20.633215
207749428,3.35978817,2.94170699,1.0,21.318492,1.961,6.6,5435,55982,554,202.7341367,10.6703693,21.383306,21.383306
209935326,3.01323488,2.71607428,1.0,20.768675,1.36,4.349,5435,55982,622,203.1041126,10.8714132,20.857302,20.857302
211289605,2.82718152,2.38519924,1.0,20.553847,1.142,3.256,5435,55982,786,203.833522,11.0210905,20.598333,20.598333
210580984,2.91450811,2.79563311,1.0,20.895267,4.362,7.437,5438,56002,288,205.0105979,11.1083876,20.783454,20.783454
202067891,3.2186546,2.68031002,1.0,20.775626,1.462,4.883,5440,55983,222,206.6491051,10.0849812,20.656074,20.656074
206463208,2.58652005,2.25150399,1.0,21.127931,1.511,3.268,5440,55983,358,205.9078472,10.6367478,21.26456,21.26456
208195530,3.02767486,2.63734406,1.0,20.288458,1.524,4.976,5440,55983,718,206.0715015,10.7681586,20.528099,20.528099
209225649,2.96253981,2.67692125,1.0,20.621086,2.116,3.537,5450,55986,528,209.6377576,10.8596784,20.731829,20.731829
201919092,3.78817168,3.31503467,1.0,20.704122,1.259,3.673,5452,55957,904,212.6917376,10.0139409,20.887579,20.887579
205303171,2.74176118,2.37819275,1.0,20.729861,4.711,5.847,5456,55980,116,214.2444729,10.5233742,20.684222,20.684222
204684515,3.05108144,2.83870028,1.0,20.529681,7.724,12.227,5485,56063,70,228.2684097,10.391908,20.464581,20.464581
205956486,3.11517698,2.66255722,1.0,20.298144,1.262,3.468,5493,56009,30,233.0484724,10.5280039,20.375627,20.375627
203464839,2.96005425,2.81315375,1.0,20.654422,3.893,7.895,5706,56165,374,13.6382015,10.179989,20.595522,20.595522
212188616,3.6705563,3.59075752,1.0,20.104264,0.933,3.133,5706,56165,596,13.3190881,11.2748498,20.388606,20.388606
208141390,2.98534598,2.64488998,1.0,20.768943,2.058,4.818,6113,56219,20,4.2834259,10.7130967,21.058971,21.058971
202577760,2.65153005,2.28310143,1.0,20.570845,1.789,3.996,6113,56219,284,2.957508,10.1560627,20.383984,20.383984
211555519,2.51474492,2.14401276,1.0,20.455366,2.589,4.965,6113,56219,601,2.3077304,11.1682836,20.538104,20.538104
207028200,2.68149703,2.23284024,1.0,20.459028,3.897,7.77,6158,56239,74,355.9379553,10.5957074,20.411529,20.411529
210531414,2.81736776,2.58909031,1.0,20.534341,1.545,3.189,6158,56239,882,355.6346154,11.0034773,20.811152,20.811152
207874704,2.6449804,2.2179876,1.0,20.451276,4.479,8.569,6182,56190,240,0.5566976,10.671048,20.314816,20.314816
202091185,3.415401,3.18296574,1.0,20.429181,3.038,7.457,11062,58509,881,26.6151685,10.110506,20.521343,20.521343
216048422,2.66072399,2.55045662,1.0,20.421513,7.368,13.81,4075,55352,148,249.962256,11.6265036,20.441146,20.441146
221169583,2.58347177,2.14618615,1.0,20.437099,2.152,3.654,4505,55603,62,122.6323733,12.4184881,20.362448,20.362448
215868706,2.56263651,2.15126128,1.0,20.505609,2.551,3.854,4507,55564,428,127.632864,11.6681969,20.426112,20.426112
220753063,2.8220074,2.73580684,1.0,20.763151,1.749,3.169,4507,55564,610,127.6995415,12.2300732,20.690533,20.690533
218658556,2.70076149,2.19583506,1.0,20.366402,2.043,3.284,4510,55559,742,120.9593683,11.932986,20.350612,20.350612
220105544,2.69481641,2.24701428,1.0,20.829602,2.513,5.584,4656,55828,658,28.9808387,12.1236587,20.720506,20.720506
217716186,3.36182504,3.23822679,1.0,20.692338,1.684,5.427,4659,55587,350,27.4099296,11.8662386,20.690555,20.690555
216165623,2.85008208,2.52439315,1.0,20.693082,3.161,4.934,4662,55590,494,24.3401149,11.7607476,20.942632,20.942632
